input_text,target_text
uarakteristik,karakteristik
gboleh,boleh
qgaimana,bagaimana
wsitu,situ
plng,long
eagam,beragam
eitu,begitu
lngkungan,lingkungan
ebrani,berani
eipercayaan,kepercayaan
wsluruh,seluruh
gbpb,pbb
buinya,ibunya
qarea,area
ylang,hilang
ein,mesin
aky,kayu
erepublik,republik
qsejauh,sejauh
poenghargaan,penghargaan
wdiisi,diisi
wseudah,sesudah
iteraksi,interaksi
edasarkan,didasarkan
wemlanjutkan,melanjutkan
enperimaan,penerimaan
okmunitas,komunitas
itahan,ditahan
atjuh,jatuh
erf,f
oimune,komune
tg,go
rtganda,ganda
iti,siti
weperti,seperti
ebrusia,berusia
iopegawai,pegawai
oanet,planet
isiko,risiko
rercatat,tercatat
ujmengadakan,mengadakan
tgberbicara,berbicara
werjarak,berjarak
openulisan,penulisan
webut,sebut
uemenangkan,memenangkan
elgap,gelap
uluhan,puluhan
imor,timor
ikomandan,komandan
erilipina,filipina
ifdeo,video
ioro,pro
uleh,oleh
ukristal,kristal
okret,roket
agkasa,angkasa
ietunjuk,petunjuk
ikamu,kamu
olrangan,larangan
ermukiman,permukiman
ujmeliputi,meliputi
wmbatan,jembatan
reupa,serupa
ila,la
yt,hit
wqsian,asian
ooyek,proyek
lasaan,alasan
ertarget,target
wologi,teologi
eiam,meriam
ncta,cinta
oolos,lolos
qwemenjak,semenjak
olkasi,lokasi
wesmula,semula
trjual,terjual
ekpadatan,kepadatan
emmanfaatkan,memanfaatkan
epndatang,pendatang
eurah,curah
snsus,sensus
wemnekankan,menekankan
iroses,proses
wnerapkan,menerapkan
thulu,hulu
gbesi,besi
erlur,telur
bngunan,bangunan
jmenempati,menempati
gberbentuk,berbentuk
opndatang,pendatang
eerah,daerah
uataram,mataram
wedaun,daun
itetapkan,ditetapkan
rakteristik,karakteristik
derasi,federasi
qwsains,sains
lebihi,melebihi
rupsi,korupsi
yhait,bait
uflm,film
armet,maret
mebalap,pembalap
oembantu,pembantu
qkti,sakti
wninggalkan,meninggalkan
ropik,topik
qalhir,lahir
yikatan,ikatan
irangka,kerangka
ujmengoperasikan,mengoperasikan
introl,kontrol
ilaa,piala
edia,dia
ujembuat,membuat
qtnpa,tanpa
yovel,novel
wala,skala
erarti,berarti
aediasi,radiasi
yukat,kuat
enahan,menahan
erogan,organ
uatra,sumatra
ujmil,mil
polat,plat
yupluh,puluh
qwfat,wafat
ejnghadap,menghadap
ikarang,karang
dngannya,dengannya
ierikanan,perikanan
ekeluarkan,dikeluarkan
rtiba,tiba
sgnifikan,signifikan
wnasihat,penasihat
sqisten,asisten
rperti,seperti
eors,pers
wsmudera,samudera
opningkatan,peningkatan
qwalnya,awalnya
nufanteri,infanteri
wetrnyata,ternyata
etotal,total
enengah,menengah
rrans,trans
wedigital,digital
poelindung,pelindung
eroh,roh
qnajer,manajer
atbuan,batuan
mngakhiri,mengakhiri
qging,daging
ebrangkat,berangkat
lgu,lagu
trerbanyak,terbanyak
warana,sarana
werjun,terjun
opngganti,pengganti
ikontemporer,kontemporer
edngin,dingin
kiepemimpinan,kepemimpinan
yutbuh,tubuh
tyolongan,golongan
eilamin,kelamin
olima,lima
webban,beban
hlai,balai
weratu,ratu
imasi,animasi
eturnamen,turnamen
prtahanan,pertahanan
eacam,semacam
errbanyak,terbanyak
ian,main
olngkap,lengkap
erfisik,fisik
yanggung,tanggung
pimer,primer
dri,dari
anbdung,bandung
uiuat,kuat
yhubungannya,hubungannya
ngin,angin
ainan,kanan
ewakili,mewakili
qkwan,kawan
jmreka,mereka
pkntrak,kontrak
isii,diisi
eotugas,petugas
ejnguasai,menguasai
kayaan,kekayaan
yit,unit
ytmbuh,tumbuh
tgerbentuk,berbentuk
abrang,barang
tberdirinya,berdirinya
wpmberian,pemberian
epnutup,penutup
weplajar,pelajar
wisode,episode
tgberkaitan,berkaitan
wpat,tepat
yakal,bakal
wemmindahkan,memindahkan
emngatakan,mengatakan
jmtologi,mitologi
jmemenuhi,memenuhi
ereasi,reaksi
ersio,rasio
rrki,turki
igiatan,kegiatan
aukarta,jakarta
haaknya,anaknya
jmruah,murah
oad,doa
ombinaan,pembinaan
treori,teori
oluak,lunak
eirtas,kertas
wetrsedia,tersedia
emasuki,memasuki
wnggambarkan,menggambarkan
sur,sumur
uangkat,diangkat
iopembawa,pembawa
iudeologi,ideologi
iopabrik,pabrik
dabang,cabang
weepok,depok
wjak,sejak
tgerejawi,gerejawi
oemilik,pemilik
ujmulai,mulai
qatin,latin
riesmikan,diresmikan
yandar,bandar
aetang,datang
itonghoa,tionghoa
esuatu,sesuatu
iksehatan,kesehatan
iakukan,dilakukan
iutulah,itulah
deisebutkan,disebutkan
qarkyat,rakyat
itak,kotak
qntai,rantai
tisa,bisa
uruu,juru
oninggalan,peninggalan
tsf,staf
umenurut,menurut
ujmembantu,membantu
it,pita
yayang,tayang
yna,guna
aatan,jabatan
rtsudi,studi
uurut,turut
wtana,istana
acka,kaca
gberhubungan,berhubungan
urki,turki
uiopi,kopi
trembakan,tembakan
aqgung,agung
werum,drum
qudisi,audisi
ojian,kajian
iaruh,paruh
uplomatik,diplomatik
eragama,beragama
itn,ton
iu,kru
aumt,umat
twadion,stadion
omenang,pemenang
rgerakan,pergerakan
orgia,georgia
uidkeluarkan,dikeluarkan
resudah,sesudah
wmasukkan,memasukkan
mjerek,merek
jmnghindari,menghindari
mnahasa,minahasa
qekali,sekali
wqbdul,abdul
gilangan,bilangan
tgerkata,berkata
leanjutkan,melanjutkan
oemawi,romawi
uikekuatan,kekuatan
rmakin,semakin
jenahan,menahan
qnga,manga
ioerumahan,perumahan
edok,depok
ujmeski,meski
enmgungkapkan,mengungkapkan
yerman,jerman
stilah,istilah
fvt,tv
ujenteri,menteri
ianglima,panglima
krya,karya
ssanya,sisanya
iponsel,ponsel
mjemengaruhi,memengaruhi
epnari,penari
rv,v
eomain,pemain
qgmbaran,gambaran
mjalang,malang
aonggilan,panggilan
engiriman,pengiriman
ukucing,kucing
enpgawasan,pengawasan
idciptakan,diciptakan
wbah,bawah
ybitat,habitat
weprtahanan,pertahanan
wtrbunuh,terbunuh
berhasilan,keberhasilan
wsumatra,sumatra
jsin,mesin
upasang,dipasang
fs,fase
gberbahasa,berbahasa
yegeri,negeri
oprgi,pergi
unamakan,dinamakan
utngkat,tingkat
wprlu,perlu
jmnyanyikan,menyanyikan
qmping,samping
swayang,sayang
tgelombang,gelombang
tginatang,binatang
mngambil,mengambil
nadidat,kandidat
gbsais,basis
ktaif,aktif
qasyangnya,sayangnya
trahunan,tahunan
tyular,ular
jektar,nektar
erpedator,predator
hbbi,babi
ruakarta,surakarta
tuniversal,universal
ektron,elektron
ikaah,kalah
ojdal,modal
alnya,awalnya
tba,tiba
leurahan,kelurahan
onyelenggaraan,penyelenggaraan
qebenarnya,sebenarnya
pulauan,kepulauan
weibawa,dibawa
aolestina,palestina
deioperasikan,dioperasikan
istoris,historis
oproperti,properti
sartawan,wartawan
uompur,lumpur
iolokasi,lokasi
ioekerjaan,pekerjaan
deoktrin,doktrin
ujmenyebar,menyebar
usunan,susunan
eoto,foto
opertunjukan,pertunjukan
ygur,gugur
uakanan,makanan
iuru,juru
akret,karet
oraktik,praktik
frmula,formula
qmnusia,manusia
ediadakan,diadakan
ildarang,dilarang
qaipati,adipati
iendukung,pendukung
etsia,setia
uimliar,miliar
yiversitas,universitas
rrlebih,terlebih
yhutan,hutan
ykdus,kudus
idsebutkan,disebutkan
endaraan,kendaraan
qmcam,macam
nggu,minggu
hegeri,negeri
dcaara,acara
ikasih,kasih
yuumnya,umumnya
qwspons,spons
ejngakui,mengakui
eklamin,kelamin
yhasionalis,nasionalis
jdwal,jadwal
tgy,yg
ikurah,murah
qtmpil,tampil
qapal,kapal
yl,hal
uwrabaya,surabaya
rsuai,sesuai
etenaga,tenaga
bkaar,kabar
iopertarungan,pertarungan
wtnan,letnan
pilomatik,diplomatik
laim,klaim
yuke,kue
qiwlayah,wilayah
oluang,lubang
euatu,sesuatu
li,tali
witangkap,ditangkap
ocahan,pecahan
rsisa,tersisa
meas,emas
hovel,novel
ioerbuatan,perbuatan
telanda,belanda
iktab,kitab
ahdulu,dahulu
fv,v
qahaya,bahaya
gografis,geografis
loingkaran,lingkaran
iletak,letak
wbas,bebas
qwsalib,salib
qakwasan,kawasan
tasndar,standar
yol,gol
olar,dolar
tugus,gugus
yuara,muara
weprjanjian,perjanjian
kiemajuan,kemajuan
poengolahan,pengolahan
grfokus,berfokus
gerlanjut,berlanjut
rdangkan,sedangkan
ategori,kategori
elsain,selain
opluru,peluru
qnam,enam
jmngadakan,mengadakan
uassana,suasana
ay,jaya
tesar,besar
ynaik,naik
iksuksesan,kesuksesan
wngakuan,pengakuan
dmakan,dimakan
retahap,bertahap
rtama,pertama
uddha,buddha
optrinya,putrinya
liarang,dilarang
jmnangkap,menangkap
trusan,urusan
wedipandang,dipandang
ioapis,lapis
wtaf,staf
uiampus,kampus
rga,marga
tologi,mitologi
waudara,saudara
wluas,seluas
ngsung,langsung
isr,sir
mpersiapkan,mempersiapkan
ashabat,sahabat
dsajikan,disajikan
ertermasuk,termasuk
dtemukan,ditemukan
nedengar,mendengar
ebrvariasi,bervariasi
juka,muka
wekrabat,kerabat
eradio,radio
ja,baja
wesgera,segera
piandang,dipandang
wengajar,mengajar
ebncana,bencana
amaa,agama
weelapan,delapan
jmnumen,monumen
uselenggarakan,diselenggarakan
hnutuk,untuk
akbteri,bakteri
ikaibatnya,akibatnya
oplus,plus
ikontribusi,kontribusi
gagalan,kegagalan
werejawi,gerejawi
gna,naga
jmelibatkan,melibatkan
tn,ton
wemnerima,menerima
qatalyon,batalyon
qirkuit,sirkuit
diknya,adiknya
etngah,tengah
ioparuh,paruh
ujelanggar,melanggar
brencana,berencana
imde,mode
eklompok,kelompok
ifsik,fisik
baungan,gabungan
weslat,selat
aaktu,waktu
wemngisi,mengisi
aqsteroid,asteroid
ikeika,ketika
ertopik,topik
opmbangunan,pembangunan
iestribusi,distribusi
wsetelah,setelah
qwseri,seri
umenjadi,menjadi
tgervariasi,bervariasi
ujembintangi,membintangi
elakang,belakang
edplomatik,diplomatik
emania,rumania
ertanduk,tanduk
qsus,kasus
ujsisi,musisi
qnggotanya,anggotanya
wekturunan,keturunan
gbrguna,berguna
ikeor,ekor
oir,liar
uuga,juga
ujlas,jelas
udkup,cukup
erpovinsi,provinsi
eas,keras
wesat,pesat
ambahan,tambahan
ooa,pola
apndangan,pandangan
phlawan,pahlawan
erfederal,federal
tgbuddha,buddha
ebrisi,berisi
poermukaan,permukaan
aphlawan,pahlawan
openelitian,penelitian
wpnjaga,penjaga
oenyakit,penyakit
jliar,miliar
mjempengaruhi,mempengaruhi
ren,gen
qrab,arab
ipdilih,dipilih
jenengah,menengah
ythan,tuhan
qwsalah,salah
rstoran,restoran
wprcobaan,percobaan
jn,jin
ndiri,sendiri
ioetnan,letnan
nfianteri,infanteri
neggunakan,menggunakan
gbai,bali
tgebas,bebas
tgenua,benua
weseluruhan,keseluruhan
epmbuatan,pembuatan
erterbagi,terbagi
ebbn,beban
tyelikopter,helikopter
tlama,ulama
wdwa,dewa
wrmaja,remaja
pkmunikasi,komunikasi
nidonesia,indonesia
uirau,riau
wkhilangan,kehilangan
wenurunkan,menurunkan
qagaimana,bagaimana
erupa,rupa
idbagi,dibagi
qakses,akses
rup,grup
gunyi,bunyi
wsesuatu,sesuatu
iousat,pusat
meanfaatkan,memanfaatkan
trurnamen,turnamen
grpengaruh,berpengaruh
oortugal,portugal
ndang,kandang
erbgabung,bergabung
lngsung,langsung
epkan,pekan
oitot,otot
qamhkota,mahkota
eua,duta
ndependen,independen
qasrana,sarana
wnulis,menulis
wenit,menit
ianggilan,panggilan
ruya,surya
oopuler,populer
aena,sana
poemberontak,pemberontak
iopondok,pondok
etentang,tentang
tgig,big
tyham,ham
eriket,tiket
daministrasi,administrasi
wemmbawakan,membawakan
kbanyakan,kebanyakan
mpus,kampus
enmampung,menampung
emastikan,memastikan
deiadakan,diadakan
qadik,adik
wetntu,tentu
rrah,darah
ioplat,plat
atuan,batuan
wwan,hewan
gelanda,belanda
ioplitisi,politisi
idtugaskan,ditugaskan
ahap,tahap
qadrah,darah
aret,karet
eiselesaikan,diselesaikan
uisatawan,wisatawan
tyjian,ujian
eprintah,perintah
nto,santo
irganik,organik
wsia,sisa
umengikuti,mengikuti
ndapat,pendapat
akmp,kamp
akpung,kampung
iplisi,polisi
eitulis,ditulis
eani,berani
deiperankan,diperankan
iraan,siaran
enuntut,menuntut
wering,seiring
tgberguna,berguna
gbrbatasan,berbatasan
hniversal,universal
ishtoris,historis
ioppuler,populer
iir,kiri
qpan,papan
gerukuran,berukuran
ipanas,panas
ooensial,potensial
aenau,danau
eempat,setempat
qwelanjutnya,selanjutnya
iai,kain
ejmbantu,membantu
tuddha,buddha
aoyar,layar
neingkatkan,meningkatkan
nyukai,menyukai
ukereta,kereta
hrinya,harinya
denderung,cenderung
iuah,diubah
iuklir,nuklir
ariwisata,pariwisata
sempah,rempah
lqiran,aliran
oos,lolos
erbbagai,berbagai
uidubah,diubah
ppulasi,populasi
rali,tali
tgbekerja,bekerja
ipeneliti,peneliti
erans,trans
wdisebabkan,disebabkan
ymahnya,rumahnya
yarus,harus
repikir,berpikir
upteri,puteri
koasi,lokasi
edbatasi,dibatasi
sudaranya,saudaranya
jmembentang,membentang
okdumen,dokumen
wemperkuat,memperkuat
inominasikan,dinominasikan
apal,kapal
aondangan,pandangan
mlahnya,jumlahnya
wrbasis,berbasis
ujka,jika
jhat,jahat
sritektur,arsitektur
gbmi,bumi
diasarkan,didasarkan
jhasiswa,mahasiswa
eoriode,periode
kwspedisi,ekspedisi
usionaris,misionaris
bunya,ibunya
raktor,faktor
omt,tom
jain,main
ajr,jari
embmagi,membagi
gbau,baku
alalt,lalat
ustrinya,istrinya
aumur,jamur
qaproki,paroki
llahan,lahan
openampilan,penampilan
ioperlawanan,perlawanan
rtrbentuk,terbentuk
opsisi,posisi
eeublik,republik
ipderankan,diperankan
gbrkedudukan,berkedudukan
rknik,teknik
ppt,pt
ioasar,pasar
janajemen,manajemen
erpdamaian,perdamaian
wrsaudara,bersaudara
inn,non
ublang,lubang
upati,bupati
ursa,bursa
jmsir,mesir
oau,lalu
msin,mesin
wsikap,sikap
beakaran,kebakaran
tgbertempur,bertempur
elktron,elektron
ajri,jari
qajya,jaya
jrman,jerman
rsama,sesama
nosili,konsili
pmberian,pemberian
tiar,gitar
webanon,lebanon
poenaklukan,penaklukan
qisata,wisata
etan,tan
ukamar,kamar
dlang,ladang
ioproduser,produser
qawal,awal
idbang,bidang
weitu,situ
kra,kira
ryak,dayak
uikayu,kayu
esntral,sentral
rtrletak,terletak
pngsung,langsung
utprinya,putrinya
aeun,daun
ybku,buku
noferensi,konferensi
iwtuasi,situasi
qwistem,sistem
gbunyi,bunyi
olwat,lewat
mestik,domestik
fnomena,fenomena
espta,pesta
wqarti,arti
oncak,puncak
wstradara,sutradara
joral,moral
qadna,anda
orum,forum
ikoponen,komponen
egeion,region
pndok,pondok
rtengahan,pertengahan
wemtropolitan,metropolitan
eonyakit,penyakit
wqarna,warna
agris,garis
regmen,segmen
rngan,ringan
ukotanya,kotanya
wdisi,edisi
epsanjang,sepanjang
iekarenakan,dikarenakan
oiskop,bioskop
udup,hidup
inrwegia,norwegia
tsai,rasi
ukeluarga,keluarga
hmbu,bambu
poendidikan,pendidikan
iwsata,wisata
yujabatan,jabatan
jmatahari,matahari
wewasa,dewasa
wbakaran,kebakaran
wdaud,daud
epkerjaan,pekerjaan
operingkat,peringkat
engganggu,mengganggu
embmintangi,membintangi
webrtambah,bertambah
qwebuah,sebuah
remesta,semesta
uiklasifikasi,klasifikasi
iadlek,dialek
iarya,karya
onarki,monarki
ewkor,ekor
nuntut,menuntut
ksaa,skala
wbrbasis,berbasis
ook,sosok
ed,de
qpulus,paulus
wqanda,anda
ikt,tk
uemerintah,memerintah
epimordial,primordial
ebberapa,beberapa
neganut,penganut
wrtis,artis
tat,ayat
reute,rute
etrutama,terutama
ongalaman,pengalaman
yalr,ular
uibah,diubah
porasi,operasi
wedewi,dewi
rsika,fisika
nqtaranya,antaranya
waha,usaha
wepemimpinan,kepemimpinan
hja,baja
risan,warisan
grdekatan,berdekatan
ugru,guru
wqaliran,aliran
rlang,tulang
wlakukan,melakukan
uilsafat,filsafat
ereopa,eropa
reletak,terletak
ycrah,curah
umjat,jumat
qaya,maya
emkatian,kematian
emngadopsi,mengadopsi
umisalnya,misalnya
esajikan,disajikan
wdebut,debut
ykun,rukun
rtol,tol
enmginginkan,menginginkan
iolayanan,layanan
uarak,jarak
walih,alih
ikfsi,fiksi
wengunjung,pengunjung
ntis,etnis
welanggar,melanggar
mjenekankan,menekankan
hnasa,masa
eelepon,telepon
swosok,sosok
wemokrat,demokrat
rikutnya,berikutnya
wepngikut,pengikut
tohanes,yohanes
bgangunan,bangunan
werasi,rasi
orintah,perintah
ilakukan,dilakukan
iopadang,padang
ibdutuhkan,dibutuhkan
wenjang,jenjang
emampuan,kemampuan
ekrat,berkat
jialankan,dijalankan
wepnyakit,penyakit
edbangun,dibangun
wenyediakan,menyediakan
tgerdarah,berdarah
ou,u
eanyak,sebanyak
ydta,duta
qkyat,rakyat
tinggian,ketinggian
rgen,gen
ea,ras
ielarang,melarang
jq,ha
jmnerima,menerima
aing,tiang
tylama,ulama
werferensi,referensi
ednasti,dinasti
opriode,periode
gnin,angin
iukut,ikut
ospisi,posisi
abel,kabel
tgelajar,belajar
ioknfederasi,konfederasi
swerikat,serikat
ujeningkatkan,meningkatkan
mjadura,madura
weua,semua
ortemuan,pertemuan
opapan,papan
ebenarnya,sebenarnya
ustus,agustus
jmta,mata
qamluku,maluku
epjang,jepang
epnsiun,pensiun
oel,hotel
engambil,mengambil
weprsiapan,persiapan
etang,tang
insip,prinsip
yris,garis
ediii,diisi
wemmperoleh,memperoleh
uenyebarkan,menyebarkan
tgaram,garam
pat,plat
aqrsitek,arsitek
wspor,ekspor
qurya,surya
wenptunus,neptunus
iii,kini
ahkamah,mahkamah
eni,tni
niternasional,internasional
utmor,timor
wnita,wanita
ioperkembangan,perkembangan
trelekomunikasi,telekomunikasi
jti,inti
ipidato,pidato
jmeter,meter
gbrung,burung
iki,ki
najut,lanjut
resama,sesama
antaman,tanaman
iotribusi,kontribusi
boskop,bioskop
ylgaria,bulgaria
ikerja,kerja
mjenyerah,menyerah
umendarat,mendarat
auya,jaya
oket,paket
sweluruh,seluruh
leintasi,melintasi
rpofesor,profesor
autu,suatu
uindo,indo
wembedakan,membedakan
jmengalir,mengalir
yukalifikasi,kualifikasi
ejngunjungi,mengunjungi
eemannya,temannya
swancara,wawancara
kieduanya,keduanya
wenlayan,nelayan
jmencapai,mencapai
ang,yang
ahtunan,tahunan
nodisi,kondisi
aqdipati,adipati
tsus,yesus
uyndang,undang
lmanya,lamanya
ujateri,materi
ualus,halus
wdipanggil,dipanggil
taa,rata
tgbiara,biara
ngajar,mengajar
eudah,sesudah
uesehatan,kesehatan
uari,hari
qelalu,selalu
nyediakan,menyediakan
embunuh,membunuh
dwal,jadwal
qwajah,wajah
operjalanan,perjalanan
usit,sulit
wetrpaksa,terpaksa
uisnetron,sinetron
ujengalahkan,mengalahkan
umesir,mesir
iutera,putera
raf,saraf
rstidaknya,setidaknya
oinsep,konsep
tejala,gejala
omnarki,monarki
wemungkinan,kemungkinan
ipersia,persia
hnata,nyata
mpulan,kumpulan
wnerbangan,penerbangan
deiplomatik,diplomatik
laimat,kalimat
wqpa,apa
uikantor,kantor
edesember,desember
weunia,dunia
wlain,selain
glu,lagu
ujmelakukan,melakukan
trbit,terbit
juin,jin
neyerupai,menyerupai
qosialis,sosialis
eara,jepara
olindung,pelindung
wkbutuhan,kebutuhan
onsili,konsili
yuindependen,independen
ermaja,remaja
deang,sedang
eirangka,kerangka
eipulauan,kepulauan
qwsupaya,supaya
edomain,domain
umenetap,menetap
pla,pola
wpnggunaan,penggunaan
erbuka,terbuka
jmm,mm
jmnyebarkan,menyebarkan
opnguasa,penguasa
dnuk,induk
wedbut,debut
iembangkit,pembangkit
uemastikan,memastikan
kahluk,makhluk
erpbatasan,perbatasan
aepat,rapat
yerlangsung,berlangsung
hgin,ingin
erasilitas,fasilitas
eatis,gratis
opolen,polen
weel,rel
mret,maret
umerupakan,merupakan
iku,kru
enomena,fenomena
sman,zaman
tyhabis,habis
wimainkan,dimainkan
edaud,daud
jmenceritakan,menceritakan
dkelat,cokelat
jd,ide
qateri,materi
poelajar,pelajar
kielima,kelima
yuluh,puluh
qseseorang,seseorang
wemmbeli,membeli
ujempelajari,mempelajari
gintang,bintang
aongeran,pangeran
gndung,bandung
brsamaan,bersamaan
elpatih,pelatih
qbgus,bagus
uengusulkan,mengusulkan
oipera,opera
yuiman,iman
ioganisme,organisme
tgerbagai,berbagai
gbrumur,berumur
jeahatan,kejahatan
qapkar,pakar
wrtugas,bertugas
uilberal,liberal
bgergerak,bergerak
wpnasihat,penasihat
ekembangkan,dikembangkan
rekdit,kredit
uwud,wujud
esrta,serta
gelgia,belgia
webberapa,beberapa
ioklonel,kolonel
udgital,digital
alb,laba
mjenyusun,menyusun
uiemerdekaan,kemerdekaan
enmgalir,mengalir
rku,kru
uslit,sulit
qn,en
yulut,mulut
nangkap,menangkap
jasib,nasib
gbuu,buku
tylar,ular
ejlihat,melihat
swaluran,saluran
ipedesaan,pedesaan
gkal,bakal
ujmetal,metal
wngeri,negeri
wwakili,mewakili
plaikasi,aplikasi
ujmelanjutkan,melanjutkan
ytma,utama
wgresif,agresif
eublik,republik
etambahan,tambahan
eringkat,peringkat
awkan,kawan
iomisi,komisi
itpik,topik
negarah,mengarah
ikter,dokter
qaapun,adapun
uikeraton,keraton
wsama,sama
uhsu,suhu
rrbunuh,terbunuh
klompok,kelompok
tarus,harus
wpndiri,pendiri
qa,am
uahat,jahat
ujeninggal,meninggal
tyhukuman,hukuman
ioarah,parah
qemangat,semangat
elaku,selaku
jlarikan,melarikan
msa,masa
wenghubungkan,menghubungkan
jrang,kurang
palikasi,aplikasi
ioutih,putih
eederal,federal
eup,grup
uiehadiran,kehadiran
ukomik,komik
ussu,susu
weskretaris,sekretaris
trimbul,timbul
ioantai,lantai
ukontes,kontes
jnajer,manajer
uketurunan,keturunan
tkor,aktor
rver,server
eeang,sedang
tnis,etnis
beagai,sebagai
aploran,laporan
aggl,gagal
uinlandia,finlandia
rtg,g
yumndur,mundur
uui,uji
uenikah,menikah
qhap,tahap
yjawa,jawa
opimpinan,pimpinan
poalsu,palsu
welaporkan,melaporkan
oukisan,lukisan
etrhubung,terhubung
eaktu,sewaktu
eterkemuka,terkemuka
oinuman,minuman
ilurahan,kelurahan
qr,air
yjstru,justru
yhrus,harus
epkemimpinan,kepemimpinan
neah,aneh
mia,iman
ysa,usia
tgerperan,berperan
nakanya,anaknya
qnaknya,anaknya
etbok,tembok
qamrah,marah
opengiriman,pengiriman
urvei,survei
qwlaaupun,walaupun
in,on
wslusi,solusi
meula,semula
idatangan,kedatangan
utkai,kutai
itri,istri
ybrsa,bursa
maera,kamera
oektor,doktor
wembantu,pembantu
lanet,planet
mjitologi,mitologi
weptugas,petugas
nvel,novel
itdahan,ditahan
brbatasan,berbatasan
ikarakter,karakter
wepgawai,pegawai
ot,top
mjengandung,mengandung
udpisahkan,dipisahkan
swistem,sistem
emnempati,menempati
nsting,insting
wedidefinisikan,didefinisikan
eurki,turki
jmengacu,mengacu
ioengadilan,pengadilan
oliberal,liberal
sruktur,struktur
eientitas,identitas
ipengarang,pengarang
wekcuali,kecuali
grisi,berisi
sni,nasi
iccok,cocok
jngklaim,mengklaim
ipersahabatan,persahabatan
qakrang,karang
uikim,kim
wenerima,penerima
openyanyi,penyanyi
ers,ras
opakaian,pakaian
ererkait,terkait
deicatat,dicatat
waosiasi,asosiasi
wqanime,anime
uigunakan,digunakan
gberusaha,berusaha
wtrlihat,terlihat
qntinya,nantinya
qapra,para
cnaman,ancaman
sudio,studio
emmastikan,memastikan
edterima,diterima
uikeputusan,keputusan
paasitas,kapasitas
ejnahan,menahan
ornt,front
gbk,bek
olunak,lunak
qwaaupun,walaupun
wmpat,empat
asja,jasa
oesies,spesies
weaku,selaku
eprkawinan,perkawinan
aada,kanada
uht,hit
wnyadari,menyadari
andau,danau
emain,pemain
nedekati,mendekati
mncoba,mencoba
ualng,ulang
gbrjuang,berjuang
wqaktor,aktor
okntemporer,kontemporer
ulka,luka
hnga,naga
ezrim,rezim
kiontrol,kontrol
uempertahankan,mempertahankan
tukuman,hukuman
vwolusi,evolusi
erbhak,berhak
uatung,jantung
wengawali,mengawali
uikebiasaan,kebiasaan
rterbanyak,terbanyak
emtode,metode
tgerawal,berawal
enis,jenis
gbas,bebas
edei,dewi
hniggris,inggris
iprofesor,profesor
oin,lain
isor,skor
edri,diri
qbtak,batak
tymum,umum
rlebih,terlebih
wqksi,aksi
kiali,kali
weiambil,diambil
erkebangsaan,berkebangsaan
rlis,rilis
wmnandai,menandai
ktr,aktor
ntgga,tangga
wrlangsung,berlangsung
igdelar,digelar
jmngoperasikan,mengoperasikan
umanis,manis
qsisanya,sisanya
tgnus,genus
kju,maju
ensiun,pensiun
qrgentina,argentina
ejumlah,sejumlah
orcobaan,percobaan
gbisnis,bisnis
tngguan,gangguan
yulanya,mulanya
wrayaan,perayaan
rsi,kursi
enmgakui,mengakui
oerjalanan,perjalanan
necana,bencana
wengadilan,pengadilan
tbulgaria,bulgaria
jmngenai,mengenai
opaus,paus
qang,tang
ycili,chili
qwsanto,santo
ian,ujian
nad,nada
watap,atap
qitus,situs
idang,sidang
ejjak,jejak
yjulukan,julukan
wngenal,mengenal
jeski,meski
irwayat,riwayat
qamksud,maksud
ottal,total
edlihat,dilihat
